item_id,timestamp
161,69188
132,69188
484,69188
70,69223
71,69259
1407,69676
407,69676
747,70738
421,70790
739,70828
807,70864
1073,70903
603,70903
1496,70924
44,70927
159,70927
156,70994
31,70994
653,71019
1253,71019
77,71041
1157,71062
1046,71062
552,71085
1090,71085
771,71085
572,71113
1273,71113
1042,71113
554,71113
462,71158
634,71178
171,71218
198,71239
412,71241
207,71278
206,71278
1131,71406
834,71441
1056,71491
254,71663
29,71663
231,71663
1502,71690
759,71702
1314,71702
631,71702
450,71711
288,80743
324,80743
245,80867
325,80900
237,80958
475,80989
129,80989
147,81058
181,81094
9,81094
844,81094
50,81150
235,81150
1012,81182
508,81182
1067,81182
249,81183
250,81217
93,81217
742,81217
244,81217
619,81217
106,81248
455,81248
546,81248
405,81274
121,81274
985,81274
123,81296
181,84347
317,84347
98,84381
12,84482
97,84582
984,85140
286,88558
515,88767
1,88993
293,88993
150,88993
1302,88993
235,88993
258,90831
300,90832
876,90832
327,90883
288,90883
294,90883
748,90939
329,90939
358,90969
328,90969
245,91079
289,91079
324,91079
222,91125
1,91125
928,91125
121,91125
129,91126
9,91126
15,91126
273,91175
7,91175
124,91175
405,91237
117,91237
24,91237
924,91237
118,91237
546,91237
455,91237
147,91237
840,91297
597,91297
831,91297
363,91297
281,91297
753,99603
67,101116
384,101116
386,101116
1407,101116
1414,101116
779,101116
771,101116
1415,101117
258,101792
300,101792
173,101855
1,101919
1149,102313
171,102352
275,102393
1009,102537
30,102573
256,102776
258,102798
288,102816
323,102885
367,102904
298,102913
1,103015
8,103045
235,103045
294,103079
69,103108
135,103174
731,103210
259,103250
289,103317
92,103317
237,103387
1012,103453
1652,103488
527,103532
1274,103568
358,103586
260,103586
264,103586
1119,103639
286,103674
71,103681
9,103743
781,103859
147,103859
22,103882
50,103882
228,103930
96,103930
410,103939
24,103939
89,104059
117,104062
476,104062
845,104062
1245,104102
147,104116
403,104116
117,104116
176,104116
125,104154
118,104154
240,104154
405,104154
471,104187
210,104192
568,104193
195,104257
118,104257
399,104257
222,104257
976,104271
230,104300
235,104325
411,104346
928,104419
554,104442
121,104442
550,104442
820,104451
290,104451
3,104464
220,104477
597,104520
412,104539
122,104539
588,104548
432,104548
99,104548
95,104548
1215,104577
148,104577
501,104586
473,104586
418,104623
1240,104623
819,104645
420,104663
151,104717
197,104736
97,104774
274,104927
421,104927
155,104927
111,104960
66,104995
77,104996
426,105023
56,105023
739,105033
88,105033
11,105043
172,105173
50,105173
591,105214
642,105214
234,105214
159,105214
246,105258
79,105280
742,105316
860,105358
144,105391
226,105393
161,105412
759,105427
724,105450
531,105450
566,105458
983,105595
121,105603
96,105604
1218,105628
930,105634
123,105634
815,105662
849,105662
771,105714
53,105722
419,105803
151,105840
755,105888
423,105965
82,106038
622,106080
1031,106109
138,106154
225,106154
404,106198
63,106198
91,106244
409,106288
398,106340
383,106340
161,106484
141,106517
122,106517
143,106673
183,106673
603,106673
181,106673
919,106673
1074,106673
1060,106673
100,106673
178,106673
402,106673
245,107386
323,107386
325,107422
435,108078
753,108078
262,108893
151,108958
293,108958
15,108958
284,108977
273,108995
240,109016
285,109036
471,109036
282,109078
1016,109117
763,109131
597,109147
756,109168
118,109168
1017,109201
933,109226
3,109226
823,109226
824,109252
924,109252
974,109252
825,109273
290,109291
125,109309
1277,109309
760,109327
413,109344
291,109344
977,109361
236,109418
975,109436
1047,109455
456,109455
1215,109474
411,109510
833,109526
685,109544
460,109544
122,109579
829,109598
1376,109613
1244,109635
1059,109635
834,109648
717,109678
369,109678
928,109679
21,109679
1,109771
24,109771
294,109771
741,109771
246,109771
100,109771
117,109771
7,109771
410,109771
124,109771
56,109991
12,109991
1073,109991
98,109991
943,110025
55,110025
234,110025
939,110058
466,110058
1109,110058
156,110058
31,110058
470,110058
566,110089
770,110089
77,110089
79,110089
5,110089
636,110089
218,110089
773,110117
53,110117
379,110117
581,110117
1217,110140
17,110140
33,110140
356,110165
164,110165
1046,110165
1083,110166
592,110185
226,110185
1471,110204
761,110204
38,110204
1042,110234
573,110234
1253,110234
1157,110234
800,110234
572,110234
1077,110253
54,110253
552,110253
11,110314
231,110314
27,110314
172,110352
22,110352
174,110352
96,110352
4,110352
128,110352
144,110381
92,110381
89,110406
82,110406
385,110431
540,110431
568,110431
403,110455
195,110455
686,110455
1188,110455
232,110488
188,110488
184,110488
576,110488
550,110508
578,110532
562,110532
391,110532
1303,110569
1239,110569
871,111898
1244,111898
928,111919
975,111919
931,111972
104,111972
1011,111972
479,111993
949,112015
318,128895
475,128895
132,128895
64,128895
22,128924
42,128925
357,128925
214,128956
95,128956
56,128978
210,129024
98,129024
474,129024
160,129045
317,129069
153,129069
183,129109
238,129109
79,129109
735,129136
168,129159
127,129188
11,129189
193,129217
100,129217
508,129217
89,129247
523,129247
789,129247
234,129247
151,129267
28,129267
69,129299
1070,129321
215,129321
515,129352
166,129352
651,129371
181,129390
39,129390
194,129425
12,129425
179,129425
156,129425
52,129451
97,129451
7,129480
367,129480
159,129480
219,129507
583,129507
228,129507
433,129541
435,129541
211,129541
125,129541
284,129584
187,129584
1,129584
176,129605
654,129628
230,129628
410,129673
50,129673
21,129673
4,129673
9,129692
483,129714
652,129714
175,129734
135,129734
164,129751
467,129769
25,129879
195,129879
471,129901
470,129901
73,129919
732,129941
392,129942
218,129968
209,129968
447,129968
88,129986
265,129987
204,130013
180,130013
87,130013
174,130035
202,130035
746,130052
222,130073
200,130073
823,130103
182,130143
627,130164
226,130164
196,130222
144,130222
157,130222
476,130243
1017,130243
62,130284
177,130284
70,130310
96,130310
173,130310
241,130359
273,130359
53,130394
282,130394
58,130411
121,130428
24,136929
742,136989
111,136989
117,137082
508,137082
118,137326
129,137326
475,137519
274,137519
363,137936
10,138024
179,138169
694,138256
432,138257
134,138257
513,138325
423,138325
191,138325
153,138325
70,138445
195,138445
102,138445
1555,138445
735,138559
144,138559
1073,138559
170,138559
64,138626
98,138626
664,138626
1441,138726
69,138726
165,138726
919,138839
157,138839
318,138839
582,138840
202,139024
509,139024
770,139093
642,139093
357,139093
160,139093
192,139168
1099,139168
183,139324
463,139324
218,139324
466,139384
462,139472
647,139472
175,139472
23,139473
730,139636
97,139636
60,139636
114,139636
531,139637
214,139711
174,139956
216,139956
528,139956
518,140026
204,140027
684,140027
443,140147
163,140160
194,140160
71,140160
200,140160
176,140925
1619,140925
110,140925
521,140926
95,141018
44,141018
700,141213
197,141406
11,141406
479,141498
529,141498
663,141498
180,141498
238,141609
1524,141609
737,141825
66,141825
56,141825
187,141825
709,141825
200,143030
672,143031
448,143031
558,143047
396,143047
670,143075
706,143075
219,143075
567,143076
563,143114
551,143114
816,143142
774,143142
565,143142
469,143202
223,143202
175,143256
64,143284
212,143317
48,143317
735,143317
1229,143317
46,143335
732,143387
69,143436
70,143436
214,143436
772,143459
423,143500
179,143545
366,143545
941,143574
427,143594
715,143617
84,143617
215,143672
1220,143672
569,143870
555,143919
655,143919
1505,143937
375,144081
729,146732
631,146769
402,146788
1206,146841
365,146860
1478,146875
798,146945
1213,146945
1139,146961
202,147026
204,147026
153,147026
238,147026
428,147056
8,147056
168,147090
367,147090
90,147090
173,147090
878,148102
137,148162
510,148357
478,148357
1020,148357
71,148358
367,148358
234,148401
200,148402
432,148402
523,148402
174,148447
463,148447
660,148447
135,148447
48,148448
641,148448
518,148488
603,148488
95,148488
211,148488
194,148537
42,148537
12,148537
772,148537
1073,148537
31,148537
514,148577
55,148577
140,148617
761,148617
175,148617
69,148617
731,148664
195,148664
8,148664
97,148664
202,148664
56,148664
208,148713
470,148713
96,148713
582,148713
604,148818
209,148819
521,148819
684,148819
692,148819
490,148819
479,148861
228,148861
496,148905
191,148905
218,148905
529,148905
132,148905
497,148993
430,148993
73,148993
198,148993
33,148993
435,149034
82,149035
657,149035
196,149035
216,149084
542,149084
85,149085
231,149137
447,149137
230,149137
176,149182
655,149182
712,149183
88,149234
63,149234
193,149234
68,149234
461,149234
385,149234
642,149290
81,149290
79,149344
399,149344
418,149345
168,149345
204,149345
70,149345
608,149345
199,149399
89,149399
732,149399
233,149399
530,149400
770,149400
710,149441
203,149442
239,149442
28,149598
661,149598
173,149598
183,149598
503,149686
1046,149686
417,149686
560,149748
403,149748
739,149815
516,149815
611,149815
945,149875
517,149875
425,149875
380,149875
747,149919
465,149920
356,149920
66,149966
181,149966
443,150050
205,150050
972,150050
1219,150050
855,150092
393,150092
46,150092
72,150092
44,150140
423,150140
241,150140
2,150140
77,150140
581,150140
607,150141
62,150184
29,150184
67,150184
229,150185
646,150237
5,150237
663,150237
58,150275
53,150275
951,150352
836,150352
227,150352
796,150352
580,150352
746,150352
186,150352
755,151776
654,151776
525,151776
47,151776
715,151776
92,151841
86,151841
792,151888
434,151889
94,151889
90,151889
489,151941
54,151941
693,151941
85,152989
216,213529
710,213599
163,213599
232,213644
393,213661
154,213679
239,213702
934,213702
67,213720
959,213720
1188,213764
384,213765
94,213765
105,213765
167,213781
451,213797
72,213828
186,213853
63,213853
1183,213886
388,213910
1037,213910
866,213910
1028,213910
575,213910
765,213934
763,213934
734,213934
110,213954
940,213954
80,213979
411,213979
577,213995
1110,214018
585,214018
1246,214018
561,214098
452,214098
559,214098
441,214123
453,214123
424,214123
184,214140
569,214140
665,214168
834,214168
233,214298
231,214321
172,214321
229,214368
227,214368
679,214368
403,214395
161,214395
636,214395
546,214395
82,214420
405,214447
117,214447
399,214447
550,214475
576,214475
38,214475
568,214497
385,214497
449,214497
578,214520
391,214520
840,214520
597,214520
1228,214537
676,220803
300,222670
748,222670
366,222899
50,222899
1011,222899
172,222899
175,222934
134,222934
210,222990
176,223037
127,223037
727,223084
7,223213
640,223213
180,223248
187,223320
182,223321
22,223349
4,223395
318,223395
520,223395
79,223395
203,223429
156,223429
213,223463
98,223463
11,223464
64,223504
188,223542
96,223542
168,223542
153,223542
1039,223593
215,223593
186,223593
181,223622
143,223622
183,223672
100,223716
967,223716
173,223765
211,223765
177,223766
89,223803
742,223803
842,223803
133,223803
470,223803
174,223837
55,223929
195,223993
121,223993
204,224020
273,224073
164,224114
233,224179
518,224179
455,224179
369,224180
515,224180
616,224180
240,224219
97,224219
684,224219
241,224219
732,224245
660,224269
159,224301
216,224301
658,224301
423,224347
237,224376
746,224406
394,224406
54,224507
56,224507
151,224534
88,224670
83,225213
642,225242
91,225319
276,225319
117,225344
76,225425
147,225462
561,225462
128,225498
12,225522
234,225581
739,225606
685,225673
31,225673
403,225673
161,225703
578,225753
184,225753
951,225753
1018,225826
431,225906
196,225982
141,225982
566,226056
265,226084
636,226084
17,226129
258,226179
748,226179
324,226179
319,226179
286,226179
292,226179
872,226179
326,226179
300,226179
325,226221
262,226221
299,226221
995,226222
288,226222
876,226222
873,226222
327,226222
693,226227
472,226227
77,226227
157,226256
549,226256
264,226262
688,226262
260,226262
289,226262
680,226262
323,226262
877,226262
321,226262
38,226283
1135,226283
322,226295
874,226295
259,226295
678,226295
875,226295
328,226295
988,226295
687,226295
245,226296
261,226296
365,226319
809,226319
989,226329
991,226329
878,226329
243,226329
990,226329
330,226330
984,226330
263,226330
301,226344
948,226344
457,226344
363,226352
68,226352
541,226394
994,226394
50,226421
9,226478
15,226478
127,226478
408,226478
1,226534
240,226535
473,226535
103,226535
993,226535
547,226582
100,226582
844,226582
7,226582
413,226583
406,226583
760,226583
834,226583
370,226583
424,226583
767,226604
758,226604
992,226639
273,226639
980,226639
985,226639
295,226639
244,226639
981,226672
591,226672
123,226672
118,226672
222,226672
129,226672
741,226672
696,226672
298,226672
974,226706
619,226706
121,226706
281,226706
977,226706
979,226706
983,226706
291,226736
931,226736
106,226737
925,226737
975,226737
148,226772
986,226772
930,226772
982,226772
717,226773
976,226773
978,226773
987,226906
628,226906
928,226906
358,226906
294,226906
820,226906
595,226907
742,226907
242,226907
596,226907
671,226947
854,226947
234,226947
98,226947
201,226948
320,226948
56,226948
185,226948
445,226948
853,226948
200,226985
558,226985
447,226985
17,226985
817,226985
637,226985
164,226985
706,226985
218,226986
670,226986
72,227004
944,227004
708,227004
672,227017
800,227017
860,227017
448,227017
217,227017
452,227017
635,227017
441,227051
145,227051
559,227051
669,227051
668,227051
5,227051
443,227051
561,227051
673,227072
582,227073
184,227087
219,227087
839,227087
656,227087
773,227087
453,227087
564,227087
396,227088
440,227088
53,227110
569,227110
439,227110
379,227110
438,227148
436,227148
567,227148
665,227148
858,227148
437,227148
859,227149
444,227149
674,227187
675,227187
551,227188
590,227188
774,227188
816,227188
573,227188
565,227188
563,227188
769,227206
286,228529
300,228529
326,228529
321,228581
289,228581
288,228581
876,228581
329,228627
294,228627
330,228714
328,228815
261,228815
322,228815
243,228816
245,228816
299,228816
748,228816
258,228816
678,228816
358,228816
7,228847
508,228847
100,228848
150,228848
1142,228885
475,228885
864,228885
1,228885
237,228911
181,228911
93,228955
993,228955
50,228955
257,228955
1016,228988
295,228988
246,228988
235,229018
284,229018
455,229018
763,229018
534,229018
293,229059
298,229059
222,229059
248,229059
109,229084
255,229084
596,229115
111,229115
819,229115
815,229156
24,229156
756,229156
597,229156
412,229156
300,229182
286,229182
326,229182
258,229182
1017,229185
117,229185
118,229185
685,229185
717,229218
471,229218
294,229238
748,229350
245,229350
678,229383
100,229473
116,229550
275,229550
919,229550
24,229550
515,229643
129,229643
124,229643
283,229677
137,229715
1,229715
475,229716
628,229787
25,229787
117,229787
284,229787
50,229831
864,229831
7,229831
471,229901
235,229901
455,229901
273,230053
546,230053
20,230053
257,230053
1007,230053
248,230104
298,230104
535,230104
109,230104
293,230134
1014,230135
222,230135
282,230135
108,230375
250,230375
111,230375
596,230397
1016,230421
288,230421
147,230473
13,230500
249,230500
508,230500
243,231518
762,231534
168,231647
178,231647
728,231674
588,231805
627,231805
625,231806
102,231833
1091,231833
542,231833
768,231850
699,231876
1221,231931
366,232003
1043,232078
204,232100
367,232131
781,232131
738,232131
399,232162
49,232162
451,232162
433,232193
232,232193
996,232193
376,232193
63,232193
790,232221
386,232246
40,232246
110,232246
1036,232271
783,232271
1037,232271
944,232271
94,232295
395,232295
90,232317
401,232317
734,232317
26,232343
388,232343
575,232343
1074,232376
67,232376
722,232376
1178,232376
416,232403
465,232403
755,232403
843,232430
501,232430
420,232430
140,232430
842,232450
1480,232451
415,232451
400,232469
398,232469
78,232497
794,232533
796,232558
724,232558
1119,232559
955,232583
51,232583
143,232596
692,237904
393,237995
73,238062
88,238062
33,238114
208,238114
1118,238114
780,238114
72,238190
367,238190
4,238278
585,238278
451,238318
746,238318
384,238371
94,238371
790,238371
386,238416
944,238416
721,238416
80,238416
940,238456
383,238456
401,238500
1029,238500
41,238563
795,238563
783,238563
40,238563
63,238735
364,238736
577,238736
1036,238736
183,238884
79,238884
55,238884
385,239087
96,239087
176,239087
568,239087
82,239557
184,239557
231,239665
233,239665
161,239737
38,239785
62,239786
53,239786
578,239894
241,239894
398,239895
576,239895
541,239895
540,239947
554,239947
391,239947
810,239947
200,240106
559,240205
561,240235
567,240281
769,240281
624,240383
419,240383
542,240383
432,240383
584,240384
71,240498
143,240498
588,240498
420,240588
418,240588
501,240589
417,240589
625,240589
755,240589
142,240589
91,240589
8,240697
174,240697
173,240697
50,240697
172,240697
28,240698
87,240698
181,240698
168,240768
172,240768
404,240786
165,240808
156,240846
166,240967
196,240967
187,240968
14,240996
250,240996
127,240996
181,241029
117,241029
109,241029
1,241048
246,241195
257,241244
248,241244
50,241244
249,241260
253,241260
300,242353
262,242353
286,242353
1145,252405
809,252535
563,252624
769,252624
590,252624
1228,252712
391,252732
1110,252764
431,252764
586,252802
1239,252802
373,252803
1274,252803
1413,252803
1407,252803
779,252803
169,252845
189,252845
101,252845
1240,252869
319,259292
326,259292
286,259292
324,259292
262,259315
327,259315
301,259335
875,259335
289,259357
294,259357
873,259358
196,259418
156,259418
23,259444
179,259465
531,259465
486,259497
657,259497
32,259497
100,259497
133,259497
175,259497
9,259523
475,259523
357,259524
153,259551
204,259551
98,259551
12,259605
487,259605
56,259605
461,259605
11,259605
514,259631
152,259631
558,259631
160,259655
4,259685
433,259685
1103,259685
135,259685
584,259720
47,259720
208,259720
248,259745
137,259745
220,259745
813,259770
246,259770
13,259770
1368,259797
1007,259797
150,259821
276,259821
1014,259821
255,259864
1010,259864
108,259864
1016,259886
1009,259886
298,259909
287,259909
952,259909
293,259909
1012,259929
410,259951
14,259951
249,259951
93,259974
129,259974
535,260017
1160,260041
833,260041
149,260078
974,260079
844,260079
508,260100
237,260122
123,260122
763,260144
1047,260144
1094,260163
756,260185
274,260185
762,260204
301,274853
293,275789
291,277933
1258,278185
597,278342
831,278564
286,302496
258,302496
324,302496
327,302561
264,302582
23,302645
192,302732
89,302797
203,302797
276,302891
56,303029
1006,303197
919,303235
59,303271
70,303271
531,303297
60,303297
1129,303365
61,303413
960,303433
6,303455
1158,303480
98,303681
100,303681
197,303853
216,303914
421,303972
135,304082
175,304143
150,304170
324,310777
289,310777
288,310777
262,310824
328,310824
240,310914
127,310950
515,310950
1386,310950
129,311008
50,311008
475,311008
980,311090
1187,311140
325,311175
1353,311175
293,311175
933,311204
508,311243
7,311243
273,311244
1017,311307
93,311346
108,311392
628,311392
13,311429
591,311429
100,311459
24,311503
150,311503
181,311611
546,311644
298,311673
151,311708
1012,311708
235,311708
742,311758
250,311789
460,312117
696,312202
405,313685
1335,313723
118,313773
195,313819
174,313819
854,313819
192,313819
642,313916
467,313916
641,313916
504,313961
206,313961
357,313999
153,313999
511,314032
154,314065
156,314065
168,314065
55,314097
589,314097
11,314140
176,314140
223,314178
434,314178
730,314178
134,314277
1070,314277
1019,314329
522,314329
184,314329
518,314390
1154,314391
479,314391
1006,314443
923,314443
64,314494
385,314494
558,314494
671,314494
79,314544
182,314544
204,314545
208,314616
69,314616
645,314706
185,314706
12,314706
653,314848
654,314848
234,317558
189,317558
484,317668
474,317668
209,317668
238,317668
168,317714
496,317715
8,317715
519,317756
214,317756
96,317859
134,317859
56,317859
153,317859
357,317859
69,317859
478,317932
169,317932
483,317932
514,317965
174,317965
28,318116
656,318155
175,318155
290,318155
100,318195
132,319090
188,319091
152,319116
504,319238
89,319238
173,319238
603,319327
172,319327
655,319327
210,319327
91,319627
650,319690
217,319690
211,319690
184,319763
98,319800
235,319821
185,319887
127,319887
180,319887
181,320317
95,320480
227,320480
479,320530
201,320530
684,320558
50,320558
68,320559
205,320661
230,320661
642,320917
403,320948
385,320948
215,320948
200,320975
949,320975
436,321104
746,321558
498,321717
176,321717
525,321717
179,321717
71,321750
710,321750
157,322042
510,322042
183,322089
228,322089
193,322089
300,323785
258,323785
294,323822
358,323871
277,323931
117,324176
408,324176
919,324177
298,324177
181,324177
7,324242
257,324242
124,324286
763,324286
993,324286
222,324328
273,324328
475,324328
455,324328
1007,324367
147,324367
1,324434
15,324434
168,324482
208,324482
286,325622
289,325622
288,325660
873,325660
328,325700
327,325700
988,325729
646,325814
641,325814
653,325849
178,325849
474,325849
520,325849
497,325849
95,325849
127,325892
195,325892
48,325893
697,325893
69,325893
170,325927
514,325927
188,325962
